"LEASE_NUMBER","MMS_COMPANY_NUM","BUS_ASC_NAME","ASGN_STATUS_CODE","OWNER_ALIQUOT_CD","SN_LSE_OWNER","ASSGN_APRV_DATE","MMS_STRT_DATE","ASSGN_TERM_DATE","OWNER_GROUP_CODE","ASSIGNMENT_PCT","ASSGN_EFF_DATE","LEASE_NUM"
"G35326","03618","Talos Exploration LLC","C","1","300068",9/22/2020,2/26/2020,,"","17.5",2/28/2020,"G35326"
"G35329","03618","Talos Exploration LLC","C","1","299111",9/22/2020,2/26/2020,,"","30",2/28/2020,"G35329"
"G35422","03618","Talos Exploration LLC","C","1","300325",9/22/2020,2/26/2020,,"","19.585",2/28/2020,"G35422"
"G35423","03618","Talos Exploration LLC","C","1","300329",9/22/2020,2/26/2020,,"","19.585",2/28/2020,"G35423"
"G35427","03618","Talos Exploration LLC","C","1","300333",9/22/2020,2/26/2020,,"","19.585",2/28/2020,"G35427"
"G35491","03618","Talos Exploration LLC","C","1","299028",9/22/2020,2/26/2020,,"","5.40113",2/28/2020,"G35491"
"G35620","03618","Talos Exploration LLC","C","1","301181",12/17/2020,2/26/2020,,"","34.2375",8/1/2020,"G35620"
"G35632","03618","Talos Exploration LLC","C","1","299188",9/22/2020,2/26/2020,,"","32.4375",2/28/2020,"G35632"
"G36023","03618","Talos Exploration LLC","C","1","299977",9/22/2020,2/26/2020,,"","23.75",2/28/2020,"G36023"
"G36063","03618","Talos Exploration LLC","C","1","299330",9/22/2020,2/26/2020,,"","15",2/28/2020,"G36063"
"G36234","03618","Talos Exploration LLC","C","1","300304",9/22/2020,2/26/2020,,"","25",2/28/2020,"G36234"
"G36875","03618","Talos Exploration LLC","C","1","301312",2/2/2021,2/26/2020,,"","6.25",7/1/2020,"G36875"
"G35805","03618","Talos Exploration LLC","C","1","300291",9/22/2020,2/26/2020,,"","6.25",2/28/2020,"G35805"
"G35822","03618","Talos Exploration LLC","C","1","300341",9/22/2020,2/26/2020,,"","25",2/28/2020,"G35822"
"G35833","03618","Talos Exploration LLC","C","1","299971",9/22/2020,2/26/2020,,"","15.4375",2/28/2020,"G35833"
"G35836","03618","Talos Exploration LLC","C","1","299277",9/22/2020,2/26/2020,,"","23.75",2/28/2020,"G35836"
"G35867","03618","Talos Exploration LLC","C","A","302278",9/22/2021,2/26/2020,,"A","17.5",6/6/2021,"G35867"
"G35881","03618","Talos Exploration LLC","C","1","298671",9/22/2020,2/26/2020,,"","16.66",2/28/2020,"G35881"
"G36392","03618","Talos Exploration LLC","C","1","299220",9/22/2020,2/26/2020,,"","25",2/28/2020,"G36392"
"G36394","03618","Talos Exploration LLC","C","1","299563",9/22/2020,2/26/2020,,"","18.75",2/28/2020,"G36394"
"G35417","03194","CSL Exploration, LP","C","1","303686",4/29/2022,12/9/2015,,"","4.5",3/29/2022,"G35417"
"G36060","03194","CSL Exploration, LP","C","1","303696",4/29/2022,12/9/2015,,"","4.5",3/29/2022,"G36060"
"G36061","03194","CSL Exploration, LP","C","1","303704",4/29/2022,12/9/2015,,"","4.5",3/29/2022,"G36061"
"G36624","03194","CSL Exploration, LP","C","1","301759",4/12/2021,12/9/2015,,"","13.5",8/20/2020,"G36624"
"G36657","03194","CSL Exploration, LP","C","1","303837",5/12/2022,12/9/2015,,"","3.49724",3/29/2022,"G36657"
"G36658","03194","CSL Exploration, LP","C","1","303851",5/12/2022,12/9/2015,,"","3.49724",3/29/2022,"G36658"
"G36918","03194","CSL Exploration, LP","C","1","297415",7/1/2020,12/9/2015,,"","30",7/1/2020,"G36918"
"G36920","03194","CSL Exploration, LP","C","1","297420",7/1/2020,12/9/2015,,"","30",7/1/2020,"G36920"
"G36309","03194","CSL Exploration, LP","C","1","303733",5/2/2022,12/9/2015,,"","4.5",3/29/2022,"G36309"
"G35992","03503","Ridgewood Doberge, LLC","C","1","301677",3/23/2021,6/1/2017,,"","40",5/1/2020,"G35992"
"G36063","03510","Ridgewood BCG, LLC","C","1","299326",9/22/2020,7/13/2017,,"","15",2/28/2020,"G36063"
"G25232","03563","Beacon Offshore Energy Development LLC","C","1","302332",9/30/2021,3/14/2018,,"","20.05",8/1/2021,"G25232"
"G28148","03563","Beacon Offshore Energy Development LLC","C","A","302366",10/5/2021,3/14/2018,,"A","4.556",8/1/2021,"G28148"
"G28148","03563","Beacon Offshore Energy Development LLC","C","B","302362",10/5/2021,3/14/2018,,"B","20.05",8/1/2021,"G28148"
"G31938","03563","Beacon Offshore Energy Development LLC","C","1","302341",10/1/2021,3/14/2018,,"","20.05",8/1/2021,"G31938"
"G34266","03450","Otto Energy (Louisiana) LLC","C","1","286827",10/25/2016,8/8/2016,,"","50",12/1/2015,"G34266"
"G35879","03637","Houston Energy Exploration CRG, LLC","C","1","303376",3/8/2022,8/28/2020,,"","7",10/1/2021,"G35879"
"G36447","03637","Houston Energy Exploration CRG, LLC","C","1","303384",3/8/2022,8/28/2020,,"","7",10/1/2021,"G36447"
"G34895","03445","HEDV Mudbug, LLC","C","1","301213",12/18/2020,7/7/2016,,"","5",8/1/2020,"G34895"
"G34896","03445","HEDV Mudbug, LLC","C","1","301220",12/18/2020,7/7/2016,,"","5",8/1/2020,"G34896"
"G15546","02806","Marubeni Oil & Gas (USA) LLC","C","1","250486",8/24/2010,6/4/2008,,"","100",4/1/2010,"G15546"
"G15546","02806","Marubeni Oil & Gas (USA) LLC","C","1","250486",8/24/2010,6/4/2008,,"","100",4/1/2010,"G15546"
"G15545","02806","Marubeni Oil & Gas (USA) LLC","C","1","250133",7/30/2010,4/6/2005,,"","100",4/1/2010,"G15545"
"G16698","02806","Marubeni Oil & Gas (USA) LLC","C","1","250470",8/20/2010,6/4/2008,,"","100",4/1/2010,"G16698"
"G16942","02806","Marubeni Oil & Gas (USA) LLC","C","1","228700",8/21/2008,6/4/2008,,"","12.5",4/1/2008,"G16942"
"G16614","02806","Marubeni Oil & Gas (USA) LLC","C","A","293891",2/8/2019,4/6/2005,,"A","48",10/1/2018,"G16614"
"G18192","02806","Marubeni Oil & Gas (USA) LLC","C","1","303843",5/12/2022,4/6/2005,,"","33.33333",8/27/2021,"G18192"
"G36113","00689","Shell Offshore Inc.","C","1","294846",4/22/2019,12/21/1981,,"","50",9/1/2018,"G36113"
"G36126","00689","Shell Offshore Inc.","C","1","302202",8/5/2021,12/21/1981,,"","30",5/1/2021,"G36126"
"G36129","00689","Shell Offshore Inc.","C","1","289893",12/1/2017,12/21/1981,,"","100",12/1/2017,"G36129"
"G36131","00689","Shell Offshore Inc.","C","1","297597",7/14/2020,12/21/1981,,"","100",4/1/2020,"G36131"
"G36140","00689","Shell Offshore Inc.","C","1","289908",11/1/2017,12/21/1981,,"","100",11/1/2017,"G36140"
"G36141","00689","Shell Offshore Inc.","C","1","289909",11/1/2017,12/21/1981,,"","100",11/1/2017,"G36141"
"G36151","00689","Shell Offshore Inc.","C","1","289923",10/1/2017,12/21/1981,,"","100",10/1/2017,"G36151"
"G36152","00689","Shell Offshore Inc.","C","1","289924",10/1/2017,12/21/1981,,"","100",10/1/2017,"G36152"
"G36153","00689","Shell Offshore Inc.","C","1","289925",10/1/2017,12/21/1981,,"","100",10/1/2017,"G36153"
"G36154","00689","Shell Offshore Inc.","C","1","289926",10/1/2017,12/21/1981,,"","100",10/1/2017,"G36154"
"G36169","00689","Shell Offshore Inc.","C","1","294485",3/26/2019,12/21/1981,,"","50",2/2/2019,"G36169"
"G36170","00689","Shell Offshore Inc.","C","1","294490",3/29/2019,12/21/1981,,"","50",2/2/2019,"G36170"
"G36171","00689","Shell Offshore Inc.","C","1","294492",3/29/2019,12/21/1981,,"","50",2/2/2019,"G36171"
"G36172","00689","Shell Offshore Inc.","C","1","294495",3/29/2019,12/21/1981,,"","50",2/2/2019,"G36172"
"G36173","00689","Shell Offshore Inc.","C","1","294497",3/29/2019,12/21/1981,,"","50",2/2/2019,"G36173"
"G36237","00689","Shell Offshore Inc.","C","1","302207",8/5/2021,12/21/1981,,"","30",5/1/2021,"G36237"
"G36260","00689","Shell Offshore Inc.","C","1","291571",6/1/2018,12/21/1981,,"","100",6/1/2018,"G36260"
"G36889","00689","Shell Offshore Inc.","C","1","303949",5/18/2022,12/21/1981,,"","60",4/1/2022,"G36889"
"G36892","00689","Shell Offshore Inc.","C","1","297383",8/1/2020,12/21/1981,,"","100",8/1/2020,"G36892"
"G36899","00689","Shell Offshore Inc.","C","1","297390",8/1/2020,12/21/1981,,"","100",8/1/2020,"G36899"
"G36901","00689","Shell Offshore Inc.","C","1","297392",8/1/2020,12/21/1981,,"","100",8/1/2020,"G36901"
"G36902","00689","Shell Offshore Inc.","C","1","297393",8/1/2020,12/21/1981,,"","100",8/1/2020,"G36902"
"G36914","00689","Shell Offshore Inc.","C","1","303951",5/18/2022,12/21/1981,,"","60",4/1/2022,"G36914"
"G36286","00689","Shell Offshore Inc.","C","1","303258",2/16/2022,12/21/1981,,"","30",1/12/2022,"G36286"
"G36287","00689","Shell Offshore Inc.","C","1","303206",2/16/2022,12/21/1981,,"","30",1/12/2022,"G36287"
"G36288","00689","Shell Offshore Inc.","C","1","303212",2/16/2022,12/21/1981,,"","50",1/12/2022,"G36288"
"G36290","00689","Shell Offshore Inc.","C","1","291601",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36290"
"G36291","00689","Shell Offshore Inc.","C","1","291602",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36291"
"G36292","00689","Shell Offshore Inc.","C","1","291603",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36292"
"G36293","00689","Shell Offshore Inc.","C","1","291604",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36293"
"G36294","00689","Shell Offshore Inc.","C","1","291605",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36294"
"G36295","00689","Shell Offshore Inc.","C","1","291606",7/1/2018,12/21/1981,,"","100",7/1/2018,"G36295"
"G35811","00689","Shell Offshore Inc.","C","1","284988",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35811"
"G35812","00689","Shell Offshore Inc.","C","1","284989",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35812"
"G35823","00689","Shell Offshore Inc.","C","1","293580",11/16/2018,12/21/1981,,"","50",10/16/2018,"G35823"
"G35826","00689","Shell Offshore Inc.","C","1","285009",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35826"
"G35830","00689","Shell Offshore Inc.","C","1","285014",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35830"
"G35834","00689","Shell Offshore Inc.","C","1","287319",12/28/2016,12/21/1981,,"","80",7/1/2016,"G35834"
"G35846","00689","Shell Offshore Inc.","C","1","285044",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35846"
"G35852","00689","Shell Offshore Inc.","C","1","285051",6/1/2016,12/21/1981,,"","100",6/1/2016,"G35852"
"G35853","00689","Shell Offshore Inc.","C","1","285052",6/1/2016,12/21/1981,,"","100",6/1/2016,"G35853"
"G35855","00689","Shell Offshore Inc.","C","1","285055",7/1/2016,12/21/1981,,"","100",7/1/2016,"G35855"
"G35856","00689","Shell Offshore Inc.","C","1","303215",2/16/2022,12/21/1981,,"","30",1/12/2022,"G35856"
"G35857","00689","Shell Offshore Inc.","C","1","303222",2/16/2022,12/21/1981,,"","30",1/12/2022,"G35857"
"G35890","00689","Shell Offshore Inc.","C","1","294394",3/15/2019,12/21/1981,,"","50",2/2/2019,"G35890"
"G35896","00689","Shell Offshore Inc.","C","1","300611",10/22/2020,12/21/1981,,"","100",6/1/2020,"G35896"
"G35897","00689","Shell Offshore Inc.","C","1","300610",10/22/2020,12/21/1981,,"","100",6/1/2020,"G35897"
"G36341","00689","Shell Offshore Inc.","C","1","297725",8/4/2020,12/21/1981,,"","33.3333",6/1/2020,"G36341"
"G36342","00689","Shell Offshore Inc.","C","1","297731",8/5/2020,12/21/1981,,"","33.3333",6/1/2020,"G36342"
"G36343","00689","Shell Offshore Inc.","C","1","297733",8/5/2020,12/21/1981,,"","33.3333",6/1/2020,"G36343"
"G36344","00689","Shell Offshore Inc.","C","1","297757",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36344"
"G36345","00689","Shell Offshore Inc.","C","1","297763",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36345"
"G36346","00689","Shell Offshore Inc.","C","1","297767",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36346"
"G36347","00689","Shell Offshore Inc.","C","1","297783",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36347"
"G36348","00689","Shell Offshore Inc.","C","1","297787",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36348"
"G36349","00689","Shell Offshore Inc.","C","1","297796",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36349"
"G36350","00689","Shell Offshore Inc.","C","1","297746",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36350"
"G36351","00689","Shell Offshore Inc.","C","1","297755",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36351"
"G36352","00689","Shell Offshore Inc.","C","1","297759",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36352"
"G36353","00689","Shell Offshore Inc.","C","1","297761",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36353"
"G36710","00689","Shell Offshore Inc.","C","1","297765",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36710"
"G36711","00689","Shell Offshore Inc.","C","1","297769",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36711"
"G36712","00689","Shell Offshore Inc.","C","1","297781",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36712"
"G36713","00689","Shell Offshore Inc.","C","1","297778",8/6/2020,12/21/1981,,"","33.3333",6/1/2020,"G36713"
"G36714","00689","Shell Offshore Inc.","C","1","297798",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36714"
"G36717","00689","Shell Offshore Inc.","C","1","297785",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36717"
"G36718","00689","Shell Offshore Inc.","C","1","297800",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36718"
"G36719","00689","Shell Offshore Inc.","C","1","297805",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36719"
"G36721","00689","Shell Offshore Inc.","C","1","297813",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36721"
"G36722","00689","Shell Offshore Inc.","C","1","297810",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36722"
"G36723","00689","Shell Offshore Inc.","C","1","297815",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36723"
"G36724","00689","Shell Offshore Inc.","C","1","297819",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36724"
"G36725","00689","Shell Offshore Inc.","C","1","297824",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36725"
"G36726","00689","Shell Offshore Inc.","C","1","298377",9/11/2020,12/21/1981,,"","33.3333",6/1/2020,"G36726"
"G36731","00689","Shell Offshore Inc.","C","1","304014",5/25/2022,12/21/1981,,"","40",4/13/2022,"G36731"
"G36732","00689","Shell Offshore Inc.","C","1","304007",5/25/2022,12/21/1981,,"","40",4/13/2022,"G36732"
"G36733","00689","Shell Offshore Inc.","C","1","304016",5/25/2022,12/21/1981,,"","40",4/13/2022,"G36733"
"G36734","00689","Shell Offshore Inc.","C","1","297710",8/4/2020,12/21/1981,,"","33.33333",6/1/2020,"G36734"
"G36735","00689","Shell Offshore Inc.","C","1","297831",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36735"
"G36736","00689","Shell Offshore Inc.","C","1","297833",8/7/2020,12/21/1981,,"","33.3333",6/1/2020,"G36736"
"G36737","00689","Shell Offshore Inc.","C","1","297712",8/4/2020,12/21/1981,,"","33.33333",6/1/2020,"G36737"
"G36738","00689","Shell Offshore Inc.","C","1","297714",8/4/2020,12/21/1981,,"","33.33333",6/1/2020,"G36738"
"G22812","02970","Castex Offshore, Inc.","C","C","302508",10/29/2021,11/17/2008,,"C","21.88",6/30/2021,"G22812"
"G22812","02970","Castex Offshore, Inc.","C","A","302504",10/29/2021,11/17/2008,,"A","10.93",6/30/2021,"G22812"
"G26074","02970","Castex Offshore, Inc.","C","1","291799",5/22/2018,11/17/2008,,"","22.1875",4/11/2018,"G26074"
"G26074","02970","Castex Offshore, Inc.","C","1","291799",5/22/2018,11/17/2008,,"","22.1875",4/11/2018,"G26074"
"G33690","02970","Castex Offshore, Inc.","C","1","301006",12/9/2020,11/17/2008,,"","21.875",7/1/2020,"G33690"
"G33644","03093","Bois d' Arc Exploration LLC","C","1","303909",5/16/2022,,,"","27",7/1/2021,"G33644"
"G27982","03098","Ridgewood Energy A-1 Fund, LLC","C","B","300222",9/22/2020,4/9/2009,,"B","1.636",2/28/2020,"G27982"
"G33140","03098","Ridgewood Energy A-1 Fund, LLC","C","1","300249",9/22/2020,4/9/2009,,"","1.636",2/28/2020,"G33140"
"G33140","03098","Ridgewood Energy A-1 Fund, LLC","C","1","300249",9/22/2020,4/9/2009,,"","1.636",2/28/2020,"G33140"
"G33177","03098","Ridgewood Energy A-1 Fund, LLC","C","1","300262",9/22/2020,4/9/2009,,"","1.636",2/28/2020,"G33177"
"G33707","03098","Ridgewood Energy A-1 Fund, LLC","C","1","300272",9/22/2020,4/9/2009,,"","1.636",10/28/2020,"G33707"
"G36875","03098","Ridgewood Energy A-1 Fund, LLC","C","1","301321",2/2/2021,4/9/2009,,"","1.636",7/1/2020,"G36875"
"G35805","03098","Ridgewood Energy A-1 Fund, LLC","C","1","300288",9/22/2020,4/9/2009,,"","1.636",2/28/2020,"G35805"
"G27278","03119","Houston Energy Deepwater Ventures I, LLC","C","1","303664",4/28/2022,11/4/2009,,"","5",8/27/2021,"G27278"
"G27278","03119","Houston Energy Deepwater Ventures I, LLC","C","1","303664",4/28/2022,11/4/2009,,"","5",8/27/2021,"G27278"
"G22868","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","301871",6/17/2021,11/4/2009,,"","1.68868",8/1/2020,"G22868"
"G22868","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","301871",6/17/2021,11/4/2009,,"","1.68868",8/1/2020,"G22868"
"G22873","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300078",9/22/2020,11/4/2009,,"","1.75157",2/28/2020,"G22873"
"G22873","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300078",9/22/2020,11/4/2009,,"","1.75157",2/28/2020,"G22873"
"G22877","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300091",9/22/2020,11/4/2009,,"","1.75157",2/28/2020,"G22877"
"G22877","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300091",9/22/2020,11/4/2009,,"","1.75157",2/28/2020,"G22877"
"G24055","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","298674",9/22/2020,11/4/2009,,"","2.13335",2/28/2020,"G24055"
"G24064","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","301887",6/17/2021,11/4/2009,,"","1.68868",8/1/2020,"G24064"
"G24064","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","301887",6/17/2021,11/4/2009,,"","1.68868",8/1/2020,"G24064"
"G27982","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","B","300223",9/22/2020,11/4/2009,,"B","1.5",2/28/2020,"G27982"
"G33140","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300251",9/22/2020,11/4/2009,,"","1.5",2/28/2020,"G33140"
"G33140","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300251",9/22/2020,11/4/2009,,"","1.5",2/28/2020,"G33140"
"G33177","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300264",9/22/2020,11/4/2009,,"","1.5",2/28/2020,"G33177"
"G33707","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300274",9/22/2020,11/4/2009,,"","1.5",10/28/2020,"G33707"
"G34435","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300025",9/22/2020,11/4/2009,,"","1.68868",2/28/2020,"G34435"
"G34438","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300107",9/22/2020,11/4/2009,,"","1.75157",2/28/2020,"G34438"
"G35324","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300142",9/22/2020,11/4/2009,,"","2.30428",2/28/2020,"G35324"
"G35491","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","299024",9/22/2020,11/4/2009,,"","2.13335",2/28/2020,"G35491"
"G36875","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","301323",2/2/2021,11/4/2009,,"","1.5",7/1/2020,"G36875"
"G35805","03120","Ridgewood Energy Gulf of Mexico Oil and Gas Fund, L.P.","C","1","300290",9/22/2020,11/4/2009,,"","1.5",2/28/2020,"G35805"
"G22868","03132","Ridgewood Energy B-1 Fund, LLC","C","1","301870",6/17/2021,12/7/2009,,"","0.84434",8/1/2020,"G22868"
"G22868","03132","Ridgewood Energy B-1 Fund, LLC","C","1","301870",6/17/2021,12/7/2009,,"","0.84434",8/1/2020,"G22868"
"G22873","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300076",9/22/2020,12/7/2009,,"","0.87579",2/28/2020,"G22873"
"G22873","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300076",9/22/2020,12/7/2009,,"","0.87579",2/28/2020,"G22873"
"G22877","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300089",9/22/2020,12/7/2009,,"","0.87579",2/28/2020,"G22877"
"G22877","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300089",9/22/2020,12/7/2009,,"","0.87579",2/28/2020,"G22877"
"G24064","03132","Ridgewood Energy B-1 Fund, LLC","C","1","301886",6/17/2021,12/7/2009,,"","0.84434",8/1/2020,"G24064"
"G24064","03132","Ridgewood Energy B-1 Fund, LLC","C","1","301886",6/17/2021,12/7/2009,,"","0.84434",8/1/2020,"G24064"
"G27982","03132","Ridgewood Energy B-1 Fund, LLC","C","B","300224",9/22/2020,12/7/2009,,"B","2.17",2/28/2020,"G27982"
"G33140","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300250",9/22/2020,12/7/2009,,"","2.17",2/28/2020,"G33140"
"G33140","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300250",9/22/2020,12/7/2009,,"","2.17",2/28/2020,"G33140"
"G33177","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300263",9/22/2020,12/7/2009,,"","2.17",2/28/2020,"G33177"
"G33707","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300273",9/22/2020,12/7/2009,,"","2.17",10/28/2020,"G33707"
"G34435","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300024",9/22/2020,12/7/2009,,"","0.84434",2/28/2020,"G34435"
"G34438","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300106",9/22/2020,12/7/2009,,"","0.87579",2/28/2020,"G34438"
"G35324","03132","Ridgewood Energy B-1 Fund, LLC","C","1","300143",9/22/2020,12/7/2009,,"","0.71607",2/28/2020,"G35324"
"G36875","03132","Ridgewood Energy B-1 Fund, LLC","C","1","301322",2/2/2021,12/7/2009,,"","2.17",7/1/2020,"G36875"
